NodeID,Type,Elevation_ft,BaseDemand_gpm,Pattern,X,Y,InitLevel_ft,MinLevel_ft,MaxLevel_ft
J_SNT1_2040_2135,Junction,-1170,0,DailyUse,175.5,1170,,,
J_SNT1_2135_CNT36,Junction,-69.2,20,DailyUse,540.48,69.23,,,
J_SNT1_2135_2215,Junction,-178.8,20,DailyUse,548.28,178.75,,,
J_SNT1_2215_V4_IN_2215_Stub,Junction,-178.8,0,DailyUse,548.28,178.75,,,
V4,Junction,-199.2,0,DailyUse,452.89,199.23,,,
J_M1_SNT2_Stub_55,Junction,-199.2,20,DailyUse,556.73,199.23,,,
J_SNT2_Stub_55,Junction,-231.7,20,DailyUse,556.73,231.73,,,
V5,Junction,-231.7,0,DailyUse,556.73,231.73,,,
J_SNT2_V5_OUT_55_CNT37,Junction,-231.7,0,DailyUse,450.78,231.73,,,
J_SNT2_55_80,Junction,-243.8,20,DailyUse,556.73,243.75,,,
J_SNT2_80_CNT38,Junction,-243.8,20,DailyUse,556.73,243.75,,,
J_SNT2_80_105,Junction,-243.8,20,DailyUse,450.78,243.75,,,
J_SNT2_105_Stub,Junction,-355.4,20,DailyUse,556.73,355.39,,,
V6,Junction,-355.4,20,DailyUse,556.73,355.39,,,
J_SNT2_V6_OUT_105_185,Junction,-355.4,20,DailyUse,556.73,355.39,,,
J_SNT2_185_Stub,Junction,-355.4,20,DailyUse,450.78,355.39,,,
V7,Junction,-367.7,20,DailyUse,556.73,367.74,,,
J_SNT2_V7_OUT_185_210,Junction,-367.7,20,DailyUse,625.63,367.74,,,
J_SNT2_210_300,Junction,-422.5,20,DailyUse,832.98,422.5,,,
J_SNT2_300_V8_IN_300,Junction,-422.5,20,DailyUse,832.98,422.5,,,
V8,Junction,-422.5,20,DailyUse,832.98,422.5,,,
J_SNT2_V8_OUT_300_CNT39,Junction,-420.4,20,DailyUse,556.73,420.39,,,
J_SNT2_V8_OUT_300_325,Junction,-420.4,20,DailyUse,450.78,420.39,,,
J_SNT2_325_CNT40,Junction,-422.5,20,DailyUse,556.73,422.5,,,
J_CNT40_100,Junction,-422.5,20,DailyUse,625.63,422.5,,,
V9,Junction,-438.8,0,DailyUse,556.73,438.75,,,
J_CNT40_100_V9_OUT,Junction,-438.8,20,DailyUse,625.63,438.75,,,
J_SNT2_325_350,Junction,-489.6,20,DailyUse,556.73,489.61,,,
J_SNT2_350_CNT42,Junction,-489.6,20,DailyUse,450.78,489.61,,,
J_SNT2_350_365,Junction,-536.3,20,DailyUse,556.73,536.25,,,
J_SNT2_365_CNT43,Junction,-536.3,20,DailyUse,625.63,536.25,,,
J_SNT2_365_415,Junction,-552.5,20,DailyUse,556.73,552.5,,,
J_SNT2_415_CNT44,Junction,-552.5,20,DailyUse,450.78,552.5,,,
J_SNT2_415_430,Junction,-593.1,20,DailyUse,556.73,593.13,,,
J_SNT2_430_CNT45,Junction,-593.1,20,DailyUse,625.63,593.13,,,
J_SNT2_430_480,Junction,-633.8,20,DailyUse,556.73,633.75,,,
J_SNT2_480_CNT46,Junction,-633.8,20,DailyUse,450.78,633.75,,,
J_SNT2_480_495,Junction,-650,20,DailyUse,556.73,650,,,
J_SNT2_490_CNT47,Junction,-650,20,DailyUse,625.63,650,,,
J_SNT2_495_545,Junction,-682.5,20,DailyUse,556.73,682.5,,,
J_SNT2_545_CNT48,Junction,-682.5,20,DailyUse,450.78,682.5,,,
J_SNT2_545_565,Junction,-703,20,DailyUse,556.73,702.98,,,
J_SNT2_565_CNT49,Junction,-703,20,DailyUse,625.63,702.98,,,
J_SNT2_565_600,Junction,-747.5,20,DailyUse,556.73,747.5,,,
J_SNT2_600_CNT50,Junction,-747.5,20,DailyUse,450.78,747.5,,,
J_SNT2_600_635,Junction,-861.3,20,DailyUse,556.73,861.25,,,
J_SNT2_635_CNT51,Junction,-861.3,20,DailyUse,556.73,861.25,,,
J_SNT2_635_670,Junction,-861.3,20,DailyUse,556.73,861.25,,,
J_SNT2_670_CNT52,Junction,-861.3,20,DailyUse,582.89,861.25,,,
J_SNT2_670_705,Junction,-861.3,20,DailyUse,556.73,861.25,,,
J_SNT2_705_CNT53,Junction,-942.8,20,DailyUse,495.63,942.83,,,
J_SNT2_705_840,Junction,-946.9,20,DailyUse,556.73,946.89,,,
J_SNT2_V10_IN_840,Junction,-946.9,20,DailyUse,556.73,946.89,,,
V10,Junction,-946.9,20,DailyUse,556.73,946.89,,,
J_SNT2_V10_OUT_840_CNT54,Junction,-946.9,20,DailyUse,568.75,946.89,,,
J_SNT2_V10_OUT_840_SNT3_75,Junction,-1017.3,20,DailyUse,410.48,1017.25,,,
J_SNT3_75_CNT55,Junction,-1017.3,20,DailyUse,499.36,1017.25,,,
J_SNT3_75_130,Junction,-1036.8,20,DailyUse,473.36,1036.75,,,
J_SNT3_130_CNT56,Junction,-1056,20,DailyUse,479.54,1056.01,,,
J_SNT3_130_185,Junction,-1063.7,20,DailyUse,459.23,1063.66,,,
J_SNT3_185_CNT57,Junction,-1070.2,20,DailyUse,461.84,1070.16,,,
J_SNT3_185_240,Junction,-1086.4,20,DailyUse,449.45,1086.41,,,
J_SNT3_240_CNT58,Junction,-1090.5,20,DailyUse,453.51,1090.51,,,
J_SNT3_240_295,Junction,-1102.9,20,DailyUse,441.32,1102.92,,,
J_SNT3_295_CNT59,Junction,-1099.3,20,DailyUse,449.45,1099.35,,,
J_SNT2_V10_OUT_840_890,Junction,-946.9,20,DailyUse,556.73,946.89,,,
J_SNT2_890_CNT60,Junction,-959.9,20,DailyUse,556.73,959.89,,,
J_SNT2_890_1050,Junction,-1078.1,20,DailyUse,587.11,1078.12,,,
J_SNT2_V11_IN_1050_Stub,Junction,-1078.1,20,DailyUse,587.11,1078.12,,,
V11,Junction,-1078.1,20,DailyUse,587.11,1078.12,,,
J_SNT2_V11_OUT_1050_SNT4_20,Junction,-1047,20,DailyUse,603.36,1047.05,,,
J_SNT4_20_CNT61,Junction,-1059.9,20,DailyUse,614.25,1059.89,,,
J_SNT4_20_70,Junction,-970.8,20,DailyUse,641.55,970.78,,,
J_SNT4_70_CNT62,Junction,-990.3,20,DailyUse,666.25,990.28,,,
J_SNT4_70_129,Junction,-957.8,20,DailyUse,682.5,957.78,,,
J_SNT4_120_CNT63,Junction,-970.8,20,DailyUse,747.5,970.78,,,
J_SNT4_120_170,Junction,-930.5,20,DailyUse,700.38,930.48,,,
J_SNT4_170_CNT64,Junction,-953.1,20,DailyUse,747.5,953.06,,,
J_V11_OUT_SNT2_1050_1170,Junction,-1202.5,20,DailyUse,633.75,1202.5,,,
J_SNT2_1170_V12_IN_1170_Stub,Junction,-1202.5,20,DailyUse,633.75,1202.5,,,
V12,Junction,-1202.5,20,DailyUse,633.75,1202.5,,,
J_SNT2_V12_OUT_SNT5_125,Junction,-1202.5,20,DailyUse,812.5,1202.5,,,
J_SNT5_125_CNT65,Junction,-1222,20,DailyUse,812.5,1222,,,
J_SNT5_125_130,Junction,-1230.8,20,DailyUse,824.53,1230.78,,,
J_SNT1_130_BEND_IN_130,Junction,-1230.8,20,DailyUse,824.53,1230.78,,,
J_SNT5_BEND_OUT_130,Junction,-1230.8,20,DailyUse,824.53,1230.78,,,
J_SNT5_BEND_OUT_130_145,Junction,-1230.8,20,DailyUse,824.53,1230.78,,,
J_SNT5_125_140,Junction,-1230.8,20,DailyUse,824.53,1230.78,,,
J_SNT5_145_165,Junction,-1174.2,20,DailyUse,824.53,1174.23,,,
J_SNT5_165_CNT66,Junction,-1174.2,20,DailyUse,775.78,1174.23,,,
J_SNT5_165_190,Junction,-1100.8,20,DailyUse,824.53,1100.78,,,
J_SNT5_190_CNT67,Junction,-1100.8,20,DailyUse,857.03,1100.78,,,
J_SNT5_190_260,Junction,-1072.5,20,DailyUse,824.53,1072.5,,,
J_SNT5_260_CNT68,Junction,-1072.5,20,DailyUse,796.25,1072.5,,,
J_SNT2_260_310,Junction,-1056.3,20,DailyUse,824.53,1056.25,,,
J_SNT2_310_CNT69,Junction,-1056.3,20,DailyUse,893.75,1056.25,,,
J_SNT2_310_325,Junction,-1040,20,DailyUse,824.53,1040,,,
J_SNT5_325_CNT70,Junction,-1040,20,DailyUse,792.16,1040,,,
J_SNT5_325_400,Junction,-1007.5,20,DailyUse,824.53,1007.5,,,
J_SNT5_400_CNT71,Junction,-1007.5,20,DailyUse,893.75,1007.5,,,
J_SNT5_400_415,Junction,-988,20,DailyUse,824.53,988,,,
J_SNT5_415_CNT72,Junction,-988,20,DailyUse,873.28,988,,,
J_SNT5_400_430,Junction,-926.3,20,DailyUse,824.53,926.25,,,
J_SNT5_430_CNT73,Junction,-926.3,20,DailyUse,877.5,926.25,,,
J_SNT5_430_495,Junction,-907.7,20,DailyUse,861.25,907.73,,,
J_SNT5_495_CNT74,Junction,-907.7,20,DailyUse,816.73,907.73,,,
J_SNT5495_530,Junction,-849.2,20,DailyUse,816.73,849.23,,,
J_SNT5_530_ CNT75,Junction,-849.2,20,DailyUse,747.5,849.23,,,
J_SNT5_530_565,Junction,-812.5,20,DailyUse,877.5,812.5,,,
J_SNT5_565_CNT76,Junction,-812.5,20,DailyUse,877.5,812.5,,,
J_SNT5_565_620,Junction,-731.3,20,DailyUse,845,731.25,,,
J_SNT5_620_CNT77,Junction,-731.3,20,DailyUse,845,731.25,,,
J_SNT5_620_695,Junction,-682.5,20,DailyUse,796.25,682.5,,,
J_SNT5_695_CNT78,Junction,-682.5,20,DailyUse,796.25,682.5,,,
J_SNT5_695_770,Junction,-621.7,20,DailyUse,763.75,621.73,,,
J_SNT5_770_CNT79,Junction,-621.7,20,DailyUse,763.75,621.73,,,
J_SNT5_770_800,Junction,-573,20,DailyUse,752.05,572.98,,,
J_SNT5_800_CNT80,Junction,-573,20,DailyUse,752.05,572.98,,,
J_V12_OUT_SNT2_1170_1185,Junction,-1235,20,DailyUse,666.25,1235,,,
J_SNT2_1185_CNT81,Junction,-1235,20,DailyUse,633.75,1235,,,
J_SNT2_1185_1285,Junction,-1365,20,DailyUse,647.89,1365,,,
J_SNT2_1285_TEE_IN_1285,Junction,-1365,20,DailyUse,647.89,1365,,,
TEE_1285,Junction,-1365,20,DailyUse,647.89,1365,,,
J_TEE_OUT_1285_SNT6_80,Junction,-1365,20,DailyUse,731.25,1365,,,
J_SNT6_80_V13_IN_80_Stub,Junction,-1365,20,DailyUse,731.25,1365,,,
V13_IN_80,Junction,-1365,0,DailyUse,731.25,1365,,,
J_SNT2_1365_TEE_IN_1445,Junction,-1365,20,DailyUse,647.89,1365,,,
P_TEE_1445_RUN,Junction,-1369.2,20,DailyUse,580.78,1369.23,,,
TEE_1445,Junction,-1369.2,20,DailyUse,580.78,1369.23,,,
J_TEE_OUT_1445_SNT7_190,Junction,-1580.8,20,DailyUse,568.75,1580.8,,,
_SNT7_190_V13_IN_190_Stub,Junction,-1580.8,20,DailyUse,568.75,1580.8,,,
V13,Junction,-1580.8,0,DailyUse,568.75,1580.8,,,
J_TEE_OUT_1445_SNT2_1445_1570,Junction,-1397.5,20,DailyUse,322.89,1397.5,,,
J_SNT2_V14_IN_1570_Stub,Junction,-1397.5,0,DailyUse,322.89,1397.5,,,
V14,Junction,-1397.5,0,DailyUse,322.89,1397.5,,,
CNT40_100,Junction,,,,,,,,
CNT54,Junction,,,,,,,,
J_ CNT74,Junction,,,,,,,,
J_ CNT75,Junction,,,,,,,,
J_CNT1,Junction,,,,,,,,
J_CNT10,Junction,,,,,,,,
J_CNT11,Junction,,,,,,,,
J_CNT12,Junction,,,,,,,,
J_CNT13,Junction,,,,,,,,
J_CNT14,Junction,,,,,,,,
J_CNT15,Junction,,,,,,,,
J_CNT16,Junction,,,,,,,,
J_CNT17,Junction,,,,,,,,
J_CNT18,Junction,,,,,,,,
J_CNT19,Junction,,,,,,,,
J_CNT2,Junction,,,,,,,,
J_CNT20,Junction,,,,,,,,
J_CNT21,Junction,,,,,,,,
J_CNT22,Junction,,,,,,,,
J_CNT23,Junction,,,,,,,,
J_CNT24,Junction,,,,,,,,
J_CNT25,Junction,,,,,,,,
J_CNT26,Junction,,,,,,,,
J_CNT27,Junction,,,,,,,,
J_CNT28,Junction,,,,,,,,
J_CNT29,Junction,,,,,,,,
J_CNT3,Junction,,,,,,,,
J_CNT30,Junction,,,,,,,,
J_CNT31,Junction,,,,,,,,
J_CNT32,Junction,,,,,,,,
J_CNT33,Junction,,,,,,,,
J_CNT34,Junction,,,,,,,,
J_CNT35,Junction,,,,,,,,
J_CNT36,Junction,,,,,,,,
J_CNT37_90,Junction,,,,,,,,
J_CNT38,Junction,,,,,,,,
J_CNT39,Junction,,,,,,,,
J_CNT4,Junction,,,,,,,,
J_CNT41_285,Junction,,,,,,,,
J_CNT42,Junction,,,,,,,,
J_CNT43,Junction,,,,,,,,
J_CNT44,Junction,,,,,,,,
J_CNT45,Junction,,,,,,,,
J_CNT46,Junction,,,,,,,,
J_CNT47,Junction,,,,,,,,
J_CNT48,Junction,,,,,,,,
J_CNT49,Junction,,,,,,,,
J_CNT5,Junction,,,,,,,,
J_CNT50,Junction,,,,,,,,
J_CNT51,Junction,,,,,,,,
J_CNT52,Junction,,,,,,,,
J_CNT53,Junction,,,,,,,,
J_CNT55,Junction,,,,,,,,
J_CNT56,Junction,,,,,,,,
J_CNT57,Junction,,,,,,,,
J_CNT58,Junction,,,,,,,,
J_CNT59,Junction,,,,,,,,
J_CNT6,Junction,,,,,,,,
J_CNT60,Junction,,,,,,,,
J_CNT61,Junction,,,,,,,,
J_CNT62,Junction,,,,,,,,
J_CNT63,Junction,,,,,,,,
J_CNT64,Junction,,,,,,,,
J_CNT65,Junction,,,,,,,,
J_CNT66,Junction,,,,,,,,
J_CNT67,Junction,,,,,,,,
J_CNT68,Junction,,,,,,,,
J_CNT69,Junction,,,,,,,,
J_CNT7,Junction,,,,,,,,
J_CNT70,Junction,,,,,,,,
J_CNT71,Junction,,,,,,,,
J_CNT72,Junction,,,,,,,,
J_CNT73,Junction,,,,,,,,
J_CNT76,Junction,,,,,,,,
J_CNT77,Junction,,,,,,,,
J_CNT78,Junction,,,,,,,,
J_CNT79,Junction,,,,,,,,
J_CNT8,Junction,,,,,,,,
J_CNT80,Junction,,,,,,,,
J_CNT81,Junction,,,,,,,,
J_CNT9,Junction,,,,,,,,
J_SNT1_1042,Junction,,,,,,,,
J_SNT1_1062,Junction,,,,,,,,
J_SNT1_1118,Junction,,,,,,,,
J_SNT1_1174,Junction,,,,,,,,
J_SNT1_1194,Junction,,,,,,,,
J_SNT1_1250,Junction,,,,,,,,
J_SNT1_1265,Junction,,,,,,,,
J_SNT1_1280,Junction,,,,,,,,
J_SNT1_1295,Junction,,,,,,,,
J_SNT1_1310,Junction,,,,,,,,
J_SNT1_1325,Junction,,,,,,,,
J_SNT1_1420,Junction,,,,,,,,
J_SNT1_1435,Junction,,,,,,,,
J_SNT1_1450,Junction,,,,,,,,
J_SNT1_1530,Junction,,,,,,,,
J_SNT1_1545,Junction,,,,,,,,
J_SNT1_1560,Junction,,,,,,,,
J_SNT1_160,Junction,,,,,,,,
J_SNT1_1640,Junction,,,,,,,,
J_SNT1_1655,Junction,,,,,,,,
J_SNT1_1750,Junction,,,,,,,,
J_SNT1_1765,Junction,,,,,,,,
J_SNT1_1860,Junction,,,,,,,,
J_SNT1_1875,Junction,,,,,,,,
J_SNT1_2025,Junction,,,,,,,,
J_SNT1_2040,Junction,,,,,,,,
J_SNT1_2135,Junction,,,,,,,,
J_SNT1_2215,Junction,,,,,,,,
J_SNT1_2215_Stub,Junction,,,,,,,,
J_SNT1_360,Junction,,,,,,,,
J_SNT1_445,Junction,,,,,,,,
J_SNT1_500,Junction,,,,,,,,
J_SNT1_555,Junction,,,,,,,,
J_SNT1_610,Junction,,,,,,,,
J_SNT1_655,Junction,,,,,,,,
J_SNT1_675,Junction,,,,,,,,
J_SNT1_715,Junction,,,,,,,,
J_SNT1_765,Junction,,,,,,,,
J_SNT1_845,Junction,,,,,,,,
J_SNT1_890,Junction,,,,,,,,
J_SNT1_910,Junction,,,,,,,,
J_SNT1_966,Junction,,,,,,,,
J_SNT1_986,Junction,,,,,,,,
J_SNT1_BEND_IN,Junction,,,,,,,,
J_SNT1_BEND_OUT,Junction,,,,,,,,
J_SNT2_105,Junction,,,,,,,,
J_SNT2_1050,Junction,,,,,,,,
J_SNT2_1050_Stub,Junction,,,,,,,,
J_SNT2_1170,Junction,,,,,,,,
J_SNT2_1185,Junction,,,,,,,,
J_SNT2_1285,Junction,,,,,,,,
J_SNT2_1365,Junction,,,,,,,,
J_SNT2_1570,Junction,,,,,,,,
J_SNT2_1570_Stub,Junction,,,,,,,,
J_SNT2_165,Junction,,,,,,,,
J_SNT2_185,Junction,,,,,,,,
J_SNT2_210,Junction,,,,,,,,
J_SNT2_245,Junction,,,,,,,,
J_SNT2_295,Junction,,,,,,,,
J_SNT2_300,Junction,,,,,,,,
J_SNT2_325,Junction,,,,,,,,
J_SNT2_350,Junction,,,,,,,,
J_SNT2_365,Junction,,,,,,,,
J_SNT2_415,Junction,,,,,,,,
J_SNT2_430,Junction,,,,,,,,
J_SNT2_480,Junction,,,,,,,,
J_SNT2_495,Junction,,,,,,,,
J_SNT2_545,Junction,,,,,,,,
J_SNT2_55,Junction,,,,,,,,
J_SNT2_565,Junction,,,,,,,,
J_SNT2_600,Junction,,,,,,,,
J_SNT2_635,Junction,,,,,,,,
J_SNT2_670,Junction,,,,,,,,
J_SNT2_705,Junction,,,,,,,,
J_SNT2_80,Junction,,,,,,,,
J_SNT2_840,Junction,,,,,,,,
J_SNT2_890,Junction,,,,,,,,
J_SNT3_130,Junction,,,,,,,,
J_SNT3_185,Junction,,,,,,,,
J_SNT3_240,Junction,,,,,,,,
J_SNT3_75,Junction,,,,,,,,
J_SNT4_120,Junction,,,,,,,,
J_SNT4_170,Junction,,,,,,,,
J_SNT4_20,Junction,,,,,,,,
J_SNT4_70,Junction,,,,,,,,
J_SNT5495,Junction,,,,,,,,
J_SNT5_125,Junction,,,,,,,,
J_SNT5_130,Junction,,,,,,,,
J_SNT5_14,Junction,,,,,,,,
J_SNT5_140,Junction,,,,,,,,
J_SNT5_145,Junction,,,,,,,,
J_SNT5_165,Junction,,,,,,,,
J_SNT5_190,Junction,,,,,,,,
J_SNT5_260,Junction,,,,,,,,
J_SNT5_310,Junction,,,,,,,,
J_SNT5_325,Junction,,,,,,,,
J_SNT5_400,Junction,,,,,,,,
J_SNT5_415,Junction,,,,,,,,
J_SNT5_430,Junction,,,,,,,,
J_SNT5_495,Junction,,,,,,,,
J_SNT5_530,Junction,,,,,,,,
J_SNT5_565,Junction,,,,,,,,
J_SNT5_620,Junction,,,,,,,,
J_SNT5_695,Junction,,,,,,,,
J_SNT5_770,Junction,,,,,,,,
J_SNT5_800,Junction,,,,,,,,
J_SNT5_BEND,Junction,,,,,,,,
J_SNT5_BEND_IN_130,Junction,,,,,,,,
J_SNT6_100,Junction,,,,,,,,
J_SNT6_80_Stub,Junction,,,,,,,,
J_SNT7_190_Stub,Junction,,,,,,,,
J_TEE_IN_1445,Junction,,,,,,,,
J_TEE_OUT_1445,Junction,,,,,,,,
J_V10_IN,Junction,,,,,,,,
J_V10_IN_840,Junction,,,,,,,,
J_V10_OUT_840,Junction,,,,,,,,
J_V11_IN_1050,Junction,,,,,,,,
J_V11_OUT_1050,Junction,,,,,,,,
J_V12_IN_1170,Junction,,,,,,,,
J_V12_IN_1170_Stub,Junction,,,,,,,,
J_V12_OUT_1170,Junction,,,,,,,,
J_V13_IN,Junction,,,,,,,,
J_V13_IN_190,Junction,,,,,,,,
J_V13_IN_80,Junction,,,,,,,,
J_V13_OUT,Junction,,,,,,,,
J_V13_OUT_80,Junction,,,,,,,,
J_V14_IN,Junction,,,,,,,,
J_V14_OUT,Junction,,,,,,,,
J_V1_IN_160,Junction,,,,,,,,
J_V1_OUT_160,Junction,,,,,,,,
J_V2_IN_360,Junction,,,,,,,,
J_V2_OUT_360,Junction,,,,,,,,
